hex_id,Manu,Model,engnum,Engmanu,Engtype,Engmodel,Fueltype,Airframe,Propmanu,Propmodel,MTOW,ICAOtypedesig
7C6B13,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6B17,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B28,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6B2D,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B36,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B37,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6B38,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B39,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B40,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6B41,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6BC8,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6C18,CESSNA AIRCRAFT COMPANY,172S,1,TEXTRON LYCOMING,Piston,IO-360-L2A,Gasoline,Power Driven Aeroplane,MCCAULEY PROPELLERS,1A170E/JHA7660,1156,C172
7C6C25,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6C29,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6C2D,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6C33,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6C52,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6C56,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6C90,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6C96,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6C9A,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6C9B,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6C9C,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C6C9F,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C6CE6,HAWKER BEECHCRAFT CORPORATION,1900C,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-65B,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-B4MP-3A,7530,B190
7C6D24,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D27,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D29,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D2A,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D2E,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D2F,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D30,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D31,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D32,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D33,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D36,THE BOEING COMPANY,737-8KG,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D37,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D38,THE BOEING COMPANY,737-8KG,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D39,THE BOEING COMPANY,737-8FE,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D8C,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D8D,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D8F,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D90,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D91,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D92,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D93,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D94,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D95,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D96,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D97,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D98,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D99,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D9A,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D9C,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6D9E,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6D9F,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DA0,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DB0,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DB1,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DB2,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DB3,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB4,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB5,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB6,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB7,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB8,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DB9,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DBA,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DBB,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75296,B738
7C6DC9,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DD4,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DD6,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DD7,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DD8,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,75069,B738
7C6DD9,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DDB,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DDD,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DDE,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DDF,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DE0,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C6DE5,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DE6,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DE7,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DE8,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DE9,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DEA,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C6DEB,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C708D,PIPER AIRCRAFT CORP,PA-28R-200,1,TEXTRON LYCOMING,Piston,IO-360 (LYCOMING),Gasoline,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-C2YK-1,1179,P28R
7C74AD,HAWKER BEECHCRAFT CORPORATION,B200,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-42,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-D4N-3A/D9383K,5670,BE20
7C7526,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 LR,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5A1,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,50300,E190
7C752F,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100LR,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,50300,E190
7C7530,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 LR,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,50300,E190
7C75E6,ROBINSON HELICOPTER CO,R44 II,1,TEXTRON LYCOMING,Piston,IO-540-AE1A5,Gasoline,Rotorcraft,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,1134,R44
7C764C,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C7651,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C7653,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,77000,A320
7C765A,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C7701,AIRBUS INDUSTRIE,A320-232,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,73500,A320
7C776F,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C7770,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E5,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C7772,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C7773,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C7777,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C777B,EMBRAER - EMPRESA BRASILEIRA DE AERONAUTICA S.A.,ERJ 190-100 IGW,2,GENERAL ELECTRIC COMPANY,Turbofan,CF34-10E6,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,47790,E190
7C7798,FOKKER AIRCRAFT B.V.,F28 MK 0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44450,F100
7C779A,FOKKER AIRCRAFT B.V.,F28 MK 0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44450,F100
7C779B,FOKKER AIRCRAFT B.V.,F28 MK 0100,2,ROLLS ROYCE LTD,Turbofan,TAY 650-15,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,44450,F100
7C77D9,HAWKER BEECHCRAFT CORPORATION,B200C,2,PRATT & WHITNEY CANADA,Turboprop,PT6A-42,Kerosene,Power Driven Aeroplane,HARTZELL PROPELLERS,HC-D4N-3A,5667,BE20
7C77F5,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C77F6,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C77FA,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,78390,B738
7C77FB,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B26E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C7800,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24/3,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
7C7801,THE BOEING COMPANY,737-838,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM56-7B24E,Kerosene,Power Driven Aeroplane,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,79015,B738
